"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Country__c","Population__c","Business_Associate__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Zone__c","Target_Population__c","myAgro_Model__c","Targeted_or_Viral__c","Vendor__c","Delivery_Day__c","Delivery_Route__c","Delivery_Drop_Order__c","Agent_Maraichage__c","Active__c"
"a0Vb0000009DEwsEAG","005b0000000mPx4AAE","0","Guandian","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005viAHEAY","","","Ouelessebougou","","Boutique","","","","","","","0"
"a0Vb0000009DEwtEAG","005b0000000mPx4AAE","0","Facobougou","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000IegmcEAB","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyYEAQ","","","","","1"
"a0Vb0000009DEwuEAG","005b0000000mPx4AAE","0","Falani","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-06 16:18:45","005b0000001WmnMAAS","2015-03-06 16:18:45","","Mali","","a0Ib000000GjA7IEAV","","","Tiele","","Boutique","","a0Pb0000008pvzPEAQ","","","","a0Ib000000GUsK7EAL","1"
"a0Vb0000009DEwvEAG","005b0000000mPx4AAE","0","KognIkoro","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7wEAF","","","Tiele","","Boutique","","a0Pb0000009La3jEAC","","","","","0"
"a0Vb0000009DEwwEAG","005b0000000mPx4AAE","0","Manakoroni","XOF","2014-10-30 17:11:03","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7wEAF","","","Tiele","","Boutique","","a0Pb0000008qXyVEAU","","","","","0"
"a0Vb0000009DEx2EAG","005b0000000mPx4AAE","0","Faraba (SID)","XOF","2014-10-30 17:15:29","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7YEAV","","","Sido","","Boutique","","a0Pb0000008q1jxEAA","","","","","1"
"a0Vb0000009DGz2EAG","005b0000000mPx4AAE","0","Soumoudji","XOF","2014-11-01 21:00:34","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjDpIEAV","","","Sido","","Boutique","","","","","","","0"
"a0Vb0000009DGz7EAG","005b0000000mPx4AAE","0","Diafarana","XOF","2014-11-01 21:01:04","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7tEAF","","","Sido","","Boutique","","a0Pb0000008pvz9EAA","","","","","1"
"a0Vb0000009DGzCEAW","005b0000000mPx4AAE","0","Faradie (Dogo)","XOF","2014-11-01 21:01:25","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7KEAV","","","Sido","","Boutique","","a0Pb0000008pvz8EAA","","","","","1"
"a0Vb0000009DGzHEAW","005b0000000mPx4AAE","0","Vokoro","XOF","2014-11-01 21:01:45","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjDpIEAV","","","Sido","","Boutique","","","","","","","0"
"a0Vb0000009DK7DEAW","005b0000000mPx4AAE","0","Ndoucoumane","XOF","2014-11-04 21:07:23","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq451EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIdEAI","","","","","0"
"a0Vb0000009DK7IEAW","005b0000000mPx4AAE","0","Keur Ibra Gueye","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8PEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIaEAI","","","","","0"
"a0Vb0000009DK7JEAW","005b0000000mPx4AAE","0","Keur Yoro Sophie","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8PEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIcEAI","","","","","0"
"a0Vb0000009DK7KEAW","005b0000000mPx4AAE","0","Keur Mamou Ngone","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8OEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIbEAI","","","","","0"
"a0Vb0000009DK7LEAW","005b0000000mPx4AAE","0","Bangour","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8NEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIeEAI","","","","","0"
"a0Vb0000009DK7MEAW","005b0000000mPx4AAE","0","Keur Lamane","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq452EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIfEAI","","","","","0"
"a0Vb0000009DK7NEAW","005b0000000mPx4AAE","0","Ngane Ngane","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq452EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIhEAI","","","","","0"
"a0Vb0000009DK7OEAW","005b0000000mPx4AAE","0","Mbampana","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8NEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIgEAI","","","","a0Ib000000FDR1KEAX","0"
"a0Vb0000009DK7PEAW","005b0000000mPx4AAE","0","Ndiobel Payene","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8OEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIYEAY","","","","a0Ib000000FDR1KEAX","0"
"a0Vb0000009DK7QEAW","005b0000000mPx4AAE","0","Ndiefougne Parba","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8MEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIXEAY","","","","","0"
"a0Vb0000009DK7REAW","005b0000000mPx4AAE","0","Ndione","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8MEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIZEAY","","","","","0"
"a0Vb0000009DK7SEAW","005b0000000mPx4AAE","0","Keur Diomaye","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8PEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIWEAY","","","","","0"
"a0Vb0000009DK7TEAW","005b0000000mPx4AAE","0","Ndiefoune Pall","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq454EAB","","","Toubatoul","","Boutique","","a0Pb0000008onITEAY","","","","","0"
"a0Vb0000009DK7UEAW","005b0000000mPx4AAE","0","Thilla  Boubou","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq454EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIVEAY","","","","","0"
"a0Vb0000009DK7VEAW","005b0000000mPx4AAE","0","Ndiènene","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8OEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIUEAY","","","","","0"
"a0Vb0000009DK7WEAW","005b0000000mPx4AAE","0","Nakh Nekh","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq454EAB","","","Toubatoul","","Boutique","","a0Pb0000008onISEAY","","","","","0"
"a0Vb0000009DK7XEAW","005b0000000mPx4AAE","0","Pirendery","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq455EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIQEAY","","","","","0"
"a0Vb0000009DK7YEAW","005b0000000mPx4AAE","0","Diakhatel Maram","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8NEAX","","","Toubatoul","","Boutique","","a0Pb0000008onIOEAY","","","","","0"
"a0Vb0000009DK7ZEAW","005b0000000mPx4AAE","0","Thiar Fiaye","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq455EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIREAY","","","","","0"
"a0Vb0000009DK7aEAG","005b0000000mPx4AAE","0","Mboltogne","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq455EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIPEAY","","","","","0"
"a0Vb0000009DK7bEAG","005b0000000mPx4AAE","0","Ngougouss","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq456EAB","","","Toubatoul","","Boutique","","a0Pb0000008onINEAY","","","","","0"
"a0Vb0000009DK7cEAG","005b0000000mPx4AAE","0","Bokh","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq456EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIKEAY","","","","","0"
"a0Vb0000009DK7dEAG","005b0000000mPx4AAE","0","Ndiabakhaly","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000Gq456EAB","","","Toubatoul","","Boutique","","a0Pb0000008onIMEAY","","","","","0"
"a0Vb0000009DK7eEAG","005b0000000mPx4AAE","0","Ndadene","XOF","2014-11-04 21:07:50","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000FDQ8MEAX","","","Toubatoul","","Boutique","","a0Pb0000008onILEAY","","","","","0"
"a0Vb0000009DbKwEAK","005b0000000mPx4AAE","0","Kolinkang","XOF","2014-11-17 13:35:24","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Senegal","","a0Ib000000HTdR0EAL","","","Sinthiou Malem","","Boutique","","a0Pb0000008onOgEAI","","","","","0"
"a0Vb0000009DxMHEA0","005b0000000mPx4AAE","0","Koungodjan","XOF","2014-12-01 21:29:53","005b0000000mPx4AAE","2015-03-06 16:35:02","005b0000001WmnMAAS","2015-03-06 16:35:02","","Mali","","a0Ib000000IRQk4EAH","","","Tiele","","Boutique","","a0Pb0000008pvzFEAQ","","","","a0Ib000000GUsK7EAL","1"
"a0Vb0000009DxMMEA0","005b0000000mPx4AAE","0","Dara","XOF","2014-12-01 21:30:03","005b0000000mPx4AAE","2015-03-06 16:46:48","005b0000001WmnMAAS","2015-03-06 16:46:48","","Mali","","a0Ib000000IRQk4EAH","","","Tiele","","Boutique","","a0Pb0000008pvzOEAQ","","","","a0Ib000000GUsK7EAL","1"
"a0Vb0000009DxMREA0","005b0000000mPx4AAE","0","Djonon Kobile","XOF","2014-12-01 21:30:20","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7eEAF","","","Tiele","","Boutique","","a0Pb0000008pvzHEAQ","","","","","1"
"a0Vb0000009DxMWEA0","005b0000000mPx4AAE","0","Banomban","XOF","2014-12-01 21:30:28","005b0000000mPx4AAE","2014-12-01 21:30:28","005b0000000mPx4AAE","2014-12-18 01:05:55","","Mali","","","","","","","Boutique","","","","","","",""
"a0Vb0000009DxMbEAK","005b0000000mPx4AAE","0","Sonougouba-Koro","XOF","2014-12-01 21:30:41","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000009Ls1IEAS","","","","","0"
"a0Vb0000009ECdwEAG","005b0000000mPx4AAE","0","Kolimba","XOF","2014-12-02 20:39:41","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7TEAV","","","Tiele","","Boutique","","a0Pb0000008pvzCEAQ","","","","","1"
"a0Vb0000009ECe1EAG","005b0000000mPx4AAE","0","Sonougouba Koura","XOF","2014-12-02 20:42:51","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7hEAF","","","Tiele","","Boutique","","a0Pb0000008pvzKEAQ","","","","","1"
"a0Vb0000009ECe6EAG","005b0000000mPx4AAE","0","Boyla 1","XOF","2014-12-02 20:43:08","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7eEAF","","","Tiele","","Boutique","","a0Pb0000008pvzWEAQ","","","","","1"
"a0Vb0000009EIwoEAG","005b0000000mPx4AAE","0","Tabacoro-Tian","XOF","2014-12-09 20:52:21","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7sEAF","","","Sido","","Boutique","","a0Pb0000008pvyyEAA","","","","","1"
"a0Vb0000009EIwtEAG","005b0000000mPx4AAE","0","Damanan","XOF","2014-12-09 20:53:11","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7dEAF","","","Sido","","Boutique","","a0Pb0000008pvz2EAA","","","","","1"
"a0Vb0000009EIwyEAG","005b0000000mPx4AAE","0","Faradalla","XOF","2014-12-09 20:53:45","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000IRQk4EAH","","","Tiele","","Boutique","","a0Pb0000008pvzNEAQ","","","","","1"
"a0Vb0000009EJxeEAG","005b0000000mPx4AAE","0","Sido (SID)","XOF","2014-12-10 16:54:32","005b0000000mPx4AAE","2015-03-04 15:26:59","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7YEAV","","","Sido","","Boutique","","a0Pb0000008q1kREAQ","","","","","1"
"a0Vb0000009EK1CEAW","005b0000000mPx4AAE","0","Dawady A","XOF","2014-12-10 19:42:16","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBduEAH","","","Koussanar","","Boutique","","a0Pb0000008q2D8EAI","","","","","1"
"a0Vb0000009EK1HEAW","005b0000000mPx4AAE","0","Kouthiakoto Ndene","XOF","2014-12-10 19:43:06","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBX5EAP","","","Koussanar","","Boutique","","a0Pb0000008q2DIEAY","","","","","1"
"a0Vb0000009EK1MEAW","005b0000000mPx4AAE","0","Kolomba","XOF","2014-12-10 19:43:36","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBduEAH","","","Koussanar","","Boutique","","a0Pb0000008q2DNEAY","","","","","1"
"a0Vb0000009EK1REAW","005b0000000mPx4AAE","0","Kalbirom","XOF","2014-12-10 19:44:00","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBg4EAH","","","Koussanar","","Boutique","","a0Pb0000008q2DSEAY","","","","","1"
"a0Vb0000009EK25EAG","005b0000000mPx4AAE","0","Sare Birom","XOF","2014-12-10 20:23:14","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBhbEAH","","","Koussanar","","Boutique","","a0Pb0000009NJSMEA4","","","","","1"
"a0Vb0000009EK2AEAW","005b0000000mPx4AAE","0","Sinthiou Samba Dem","XOF","2014-12-10 20:23:34","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBhbEAH","","","Koussanar","","Boutique","","a0Pb0000009NJSMEA4","","","","","1"
"a0Vb0000009EK2FEAW","005b0000000mPx4AAE","0","Sinthiou Demba Dem","XOF","2014-12-10 20:24:22","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBhbEAH","","","Koussanar","","Boutique","","a0Pb0000009NJSMEA4","","","","","1"
"a0Vb0000009EK2KEAW","005b0000000mPx4AAE","0","Kouthiakoto Boure","XOF","2014-12-10 20:24:35","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBhbEAH","","","Koussanar","","Boutique","","a0Pb0000008q2DhEAI","","","","","1"
"a0Vb0000009EK2PEAW","005b0000000mPx4AAE","0","Gouydy","XOF","2014-12-10 20:24:44","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib0000002UjvSEAS","","","Koussanar","","Boutique","","a0Pb0000008q2DhEAI","","","","","1"
"a0Vb0000009EK2UEAW","005b0000000mPx4AAE","0","Madina Tinkoly","XOF","2014-12-10 20:24:52","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBX5EAP","","","Koussanar","","Boutique","","a0Pb0000008q2DhEAI","","","","","1"
"a0Vb0000009EK2ZEAW","005b0000000mPx4AAE","0","Tinkoly Mandingue","XOF","2014-12-10 20:25:00","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBX5EAP","","","Koussanar","","Boutique","","a0Pb0000008q2DhEAI","","","","","1"
"a0Vb0000009EK2eEAG","005b0000000mPx4AAE","0","Tinkoly Foulbe","XOF","2014-12-10 20:25:08","005b0000000mPx4AAE","2015-03-18 20:34:39","005b0000000mPx4AAE","2015-03-18 20:34:39","","Senegal","","a0Ib000000IRBX5EAP","","","Koussanar","","Boutique","","a0Pb0000008q2DhEAI","","","","","1"
"a0Vb0000009FGNdEAO","005b0000000mPx4AAE","0","Diera (OUE)","XOF","2015-01-27 13:08:35","005b0000000mPx4AAE","2015-01-27 13:42:10","005b0000000mPx4AAE","2015-01-27 13:42:10","","Mali","","","","","Ouelessebougou","","Boutique","","a0Pb0000005P18xEAC","","","","","0"
"a0Vb0000009FHdREAW","005b0000000mPx4AAE","0","Dawady B","XOF","2015-01-28 18:33:42","005b0000000mPx4AAE","2015-03-04 15:27:00","005b0000000mPx4AAE","2015-03-04 15:27:00","","Senegal","","a0Ib000000IRBg4EAH","","","Koussanar","","Boutique","","a0Pb0000008q2D8EAI","","","","","1"
"a0Vb0000009GCU0EAO","005b0000000mPx4AAE","0","Bekossokoro","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000GjA7wEAF","11.313905","-7.349484","Zantiebougou","","Boutique","","a0Pb0000009jsRLEAY","","","","","1"
"a0Vb0000009GCU1EAO","005b0000000mPx4AAE","0","Filokolo","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQTEAZ","11.486885","-7.307908","Zantiebougou","","Boutique","","a0Pb0000009jsRMEAY","","","","","1"
"a0Vb0000009GCU2EAO","005b0000000mPx4AAE","0","Gouanan","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000GjA7wEAF","11.276454","-7.340349","Zantiebougou","","Boutique","","a0Pb0000009jsRNEAY","","","","","1"
"a0Vb0000009GCU3EAO","005b0000000mPx4AAE","0","Korosso","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQTEAZ","11.478881","-7.343401","Zantiebougou","","Boutique","","a0Pb0000009jsROEAY","","","","","1"
"a0Vb0000009GCU4EAO","005b0000000mPx4AAE","0","Kouri","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQUEAZ","11.339203","-7.239518","Zantiebougou","","Boutique","","a0Pb0000009jsRPEAY","","","","","1"
"a0Vb0000009GCU5EAO","005b0000000mPx4AAE","0","Mamissa","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQTEAZ","11.487216","-7.242954","Zantiebougou","","Boutique","","a0Pb0000009jsRQEAY","","","","","1"
"a0Vb0000009GCU6EAO","005b0000000mPx4AAE","0","Monzondougou Koloni","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-16 23:21:52","005b0000000mPx4AAE","2015-03-16 23:21:52","","Mali","","a0Ib000000L6uQUEAZ","11.301993","-7.18756","Zantiebougou","","Boutique","","a0Pb0000009jsRREAY","","","","","0"
"a0Vb0000009GCU7EAO","005b0000000mPx4AAE","0","Oure","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQTEAZ","11.36285","-7.342345","Zantiebougou","","Boutique","","a0Pb0000009jsRSEAY","","","","","1"
"a0Vb0000009GCU8EAO","005b0000000mPx4AAE","0","Sidio","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQUEAZ","11.479391","-7.148943","Zantiebougou","","Boutique","","a0Pb0000009jsRTEAY","","","","","1"
"a0Vb0000009GCU9EAO","005b0000000mPx4AAE","0","Sirakoro","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQVEAZ","11.399467","-7.161899","Zantiebougou","","Boutique","","a0Pb0000009jsRUEAY","","","","","1"
"a0Vb0000009GCUAEA4","005b0000000mPx4AAE","0","Sola","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000GjA7wEAF","11.304901","-7.321838","Zantiebougou","","Boutique","","a0Pb0000009jsRVEAY","","","","","1"
"a0Vb0000009GCUBEA4","005b0000000mPx4AAE","0","Todougou Kolondie","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-06 21:10:22","005b0000000mPx4AAE","2015-03-06 21:10:22","","Mali","","a0Ib000000GjA7wEAF","11.221368","-7.275045","Zantiebougou","","Boutique","","a0Pb0000009jsRWEAY","","","","","0"
"a0Vb0000009GCUCEA4","005b0000000mPx4AAE","0","Tonfa","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQVEAZ","11.421388","-7.121272","Zantiebougou","","Boutique","","a0Pb0000009jsRXEAY","","","","","1"
"a0Vb0000009GCUDEA4","005b0000000mPx4AAE","0","Toumou","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQVEAZ","11.48041","-7.05342","Zantiebougou","","Boutique","","a0Pb0000009jsRYEAY","","","","","1"
"a0Vb0000009GCUEEA4","005b0000000mPx4AAE","0","Zantiebougou","XOF","2015-03-04 14:49:44","005b0000000mPx4AAE","2015-03-04 15:19:06","005b0000000mPx4AAE","2015-03-04 15:19:06","","Mali","","a0Ib000000L6uQUEAZ","11.383409","-7.251782","Zantiebougou","","Boutique","","a0Pb0000009jsRZEAY","","","","","1"
"a0Vb0000009GEEcEAO","005b0000000mPx4AAE","0","Kimi","XOF","2015-03-06 21:11:21","005b0000000mPx4AAE","2015-03-06 21:13:45","005b0000000mPx4AAE","2015-03-06 21:13:45","","Mali","","a0Ib000000L6uQVEAZ","11.448956","-7.169916","Zantiebougou","","Boutique","","a0Pb0000009xEntEAE","","","","","1"
