"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Country__c","Population__c","Business_Associate__c","Geolocation__Latitude__s","Geolocation__Longitude__s","Zone__c","Target_Population__c","myAgro_Model__c","Targeted_or_Viral__c","Vendor__c","Delivery_Day__c","Delivery_Route__c","Delivery_Drop_Order__c","Agent_Maraichage__c","Active__c"
"a0Vb0000000y5HQEAY","005b0000000Wbc1AAC","0","Sare Faring","XOF","2013-11-05 10:18:11","005b0000000Wbc1AAC","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Senegal","642","a0Ib0000002UjvREAS","","","Sinthiou Malem","257","Boutique","Targeted","a0Pb0000002LmzNEAS","","","","","0"
"a0Vb0000000y5HVEAY","005b0000000Wbc1AAC","0","Ndemou Mamadou","XOF","2013-11-05 10:19:10","005b0000000Wbc1AAC","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Senegal","209","a0Ib000000HTdOMEA1","","","Sinthiou Malem","83","Boutique","Targeted","a0Pb0000002LmzAEAS","","","","","0"
"a0Vb0000000y5HaEAI","005b0000000Wbc1AAC","0","Ndemou Gayo","XOF","2013-11-05 10:19:36","005b0000000Wbc1AAC","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Senegal","190","a0Ib000000HTdOMEA1","","","Sinthiou Malem","76","Boutique","Targeted","a0Pb0000002LmziEAC","","","","","0"
"a0Vb0000000y7bKEAQ","005b0000000WPiMAAW","0","Sanankoroba","XOF","2013-11-08 11:52:26","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000003QGjVEAW","","","Dialakoroba","","Boutique","","a0Pb0000002yfDIEAY","2014-06-07 00:00:00","Camion 2","1 (Dialakoroba)","","0"
"a0Vb0000000y7bZEAQ","005b0000000WPiMAAW","0","Falacouna","XOF","2013-11-08 11:56:49","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib000000938StEAI","","","Dialakoroba","","Boutique","","a0Pb0000002yfDSEAY","2014-06-05 00:00:00","Camion 6","1 (Gouani)","","0"
"a0Vb0000000y7btEAA","005b0000000WPiMAAW","0","Kersana","XOF","2013-11-08 11:59:09","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","861","a0Ib000000GjA7REAV","","","Dialakoroba","344","Boutique","","a0Pb0000008pvyHEAQ","2014-06-07 00:00:00","Camion 4","1 (Baga)","","1"
"a0Vb0000000y7byEAA","005b0000000WPiMAAW","0","N'Tentoukoro","XOF","2013-11-08 12:00:33","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","817","a0Ib0000003QGjXEAW","","","Ouelessebougou","326","Boutique","","a0Pb0000002yfDdEAI","2014-06-07 00:00:00","Camion 4","1 (NTentoukoro)","a0Ib000000GUsK7EAL","1"
"a0Vb0000000y7c3EAA","005b0000000WPiMAAW","0","NTentoubougou","XOF","2013-11-08 12:00:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000003QGjXEAW","","","Ouelessebougou","","Boutique","","a0Pb0000001IZNQEA4","2014-06-05 00:00:00","Camion 6","1 (Ouelessebougou)","","0"
"a0Vb0000000y7gVEAQ","005b0000000WPiMAAW","0","Tamala","XOF","2013-11-08 12:04:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","835","a0Ib0000006zQI0EAM","","","Ouelessebougou","334","Boutique","","a0Pb0000009MclqEAC","2014-06-07 00:00:00","Camion 2","1 (Tamala)","a0Ib000000GUsRcEAL","0"
"a0Vb0000000yT0rEAE","005b0000000WPiMAAW","0","Sounsoukoro","XOF","2013-11-20 09:12:08","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","742.0","a0Ib0000002S1rMEAS","","","Ouelessebougou","296.0","Boutique","","a0Pb0000001IZNQEA4","2014-06-06 00:00:00","Camion 4","1 (Sounsoukoro)","","0"
"a0Vb0000000yUrDEAU","005b0000000WPiMAAW","0","Ouelessebougou","XOF","2013-11-21 11:22:27","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","4851.0","a0Ib0000003QGjXEAW","","","Ouelessebougou","1940.0","Boutique","","a0Pb0000001IZNQEA4","2014-06-05 00:00:00","Camion 6","1 (Ouelessebougou)","","0"
"a0Vb0000000yb15EAA","005b0000000WPiMAAW","0","Biladie","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","346","a0Ib0000007ztFvEAI","","","Ouelessebougou","138","Boutique","","a0Pb0000005P24dEAC","2014-06-06 00:00:00","Camion 6","1 (Zelabougou)","","0"
"a0Vb0000000yb16EAA","005b0000000WPiMAAW","0","Bogola","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","554","a0Ib0000003QGjWEAW","","","Dialakoroba","221","Boutique","","a0Pb0000002yfDIEAY","","","","","0"
"a0Vb0000000yb17EAA","005b0000000WPiMAAW","0","Dinfara","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","943","a0Ib0000007ztFvEAI","","","Ouelessebougou","377","Boutique","","a0Pb0000001IZNQEA4","2014-06-07 00:00:00","Camion 2","1 (Tamala)","","0"
"a0Vb0000000yb18EAA","005b0000000WPiMAAW","0","Djema","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","530","a0Ib000000938StEAI","","","Tiele","212","Boutique","","a0Pb0000000kYmdEAE","2014-06-05 00:00:00","Camion 1","1 (Tiele)","","0"
"a0Vb0000000yb19EAA","005b0000000WPiMAAW","0","Dogotou","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib000000GjA7JEAV","","","Dialakoroba","","Boutique","","a0Pb0000000kW9CEAU","2014-06-04 00:00:00","Camion 6","1 (Falan)","","0"
"a0Vb0000000yb1AEAQ","005b0000000WPiMAAW","0","Douban","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","949","a0Ib000000GjA7MEAV","","","Dialakoroba","379","Boutique","","a0Pb0000000kW97EAE","2014-06-05 00:00:00","Camion 3","2 (Douban)","a0Ib0000005vjDREAY","0"
"a0Vb0000000yb1DEAQ","005b0000000WPiMAAW","0","Sonkoriya","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","406","a0Ib0000003QGjVEAW","","","Dialakoroba","162","Boutique","","a0Pb0000002yfDlEAI","2014-06-05 00:00:00","Camion 5","1 (Sonkoriya)","","0"
"a0Vb0000000yb1EEAQ","005b0000000WPiMAAW","0","Seguessona","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib000000GjA7FEAV","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyVEAQ","2014-06-05 00:00:00","Camion 6","1 (Ouelessebougou)","","1"
"a0Vb0000000yb1FEAQ","005b0000000WPiMAAW","0","Zelabougou","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","369","a0Ib000000GjA7FEAV","","","Ouelessebougou","147","Boutique","","a0Pb0000005P24dEAC","2014-06-06 00:00:00","Camion 6","1 (Zelabougou)","","1"
"a0Vb0000000yb1GEAQ","005b0000000WPiMAAW","0","Zielani","XOF","2013-11-25 16:32:23","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","491","a0Ib000000GjA7rEAF","","","Ouelessebougou","196","Boutique","","a0Pb0000001IZNQEA4","2014-06-05 00:00:00","Camion 6","1 (Ouelessebougou)","","0"
"a0Vb0000000zUjaEAE","005b0000000WPiMAAW","0","Kabe","XOF","2013-12-26 21:51:00","005b0000000XBNeAAO","2015-03-06 16:38:03","005b0000001WmnMAAS","2015-03-06 16:38:03","","Mali","","a0Ib0000003QGjUEAW","","","Dialakoroba","","Boutique","","a0Pb0000008q1YUEAY","2014-06-04 00:00:00","Camion 4","1 (Kabe)","a0Ib000000GUsSoEAL","1"
"a0Vb0000002WM6XEAW","005b0000000WPiMAAW","0","Dianikoro","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib000000GjA7HEAV","","","Ouelessebougou","","Boutique","","a0Pb0000005P1WxEAK","2014-06-06 00:00:00","Camion 5","1 (Dianikoro)","","1"
"a0Vb0000002WM6YEAW","005b0000000WPiMAAW","0","Farabala","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000004sop1EAA","","","Ouelessebougou","","Boutique","","a0Pb0000005P1zREAS","2014-06-05 00:00:00","Camion 2","1 (Serimambougou)","","0"
"a0Vb0000002WM6ZEAW","005b0000000WPiMAAW","0","Serimambougou","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib000000GjA7HEAV","","","Ouelessebougou","","Boutique","","a0Pb0000005P1zREAS","2014-06-05 00:00:00","Camion 2","1 (Serimambougou)","","1"
"a0Vb0000002WM6aEAG","005b0000000WPiMAAW","0","Sircoro C","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000004sop1EAA","","","Ouelessebougou","","Boutique","","","","","","a0Ib000000GUrxrEAD","0"
"a0Vb0000002WM6bEAG","005b0000000WPiMAAW","0","Bougouba","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000005vhyWEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P22FEAS","2014-06-06 00:00:00","Camion 1","3 (Bougouba)","","0"
"a0Vb0000002WM6dEAG","005b0000000WPiMAAW","0","Darakoro","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000005vhyWEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P099EAC","2014-06-05 00:00:00","Camion 3","3 (Dagabo)","","0"
"a0Vb0000002WM6eEAG","005b0000000WPiMAAW","0","Faraba (OUE)","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:58","","Mali","","a0Ib0000005vi5SEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1neEAC","2014-06-06 00:00:00","Camion 1","1 (Faraba)","","1"
"a0Vb0000002WM6fEAG","005b0000000WPiMAAW","0","Sicoro B","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5SEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyPEAQ","2014-06-06 00:00:00","Camion 1","2 (Sicoro B)","","1"
"a0Vb0000002WM6gEAG","005b0000000WPiMAAW","0","Tiemokola","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5SEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P22FEAS","2014-06-06 00:00:00","Camion 1","3 (Bougouba)","","0"
"a0Vb0000002WM6iEAG","005b0000000WPiMAAW","0","Gouandian","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005viAHEAY","","","Ouelessebougou","","Boutique","","a0Pb0000005P1MrEAK","2014-06-05 00:00:00","Camion 2","2 (Gouandian)","","0"
"a0Vb0000002WM6jEAG","005b0000000WPiMAAW","0","Guintou","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005viAHEAY","","","Ouelessebougou","","Boutique","","a0Pb0000005P1GvEAK","2014-06-05 00:00:00","Camion 2","2 (Gouandian)","","0"
"a0Vb0000002WM6kEAG","005b0000000WPiMAAW","0","Sotiguila-bougouni","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000IegmcEAB","","","Ouelessebougou","","Boutique","","a0Pb0000005P1GvEAK","2014-06-05 00:00:00","Camion 2","3 (Sotiguila Bougouni)","","1"
"a0Vb0000002WM6lEAG","005b0000000WPiMAAW","0","Demeni","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7fEAF","","","Tiele","","Boutique","","a0Pb0000008pvzQEAQ","2014-06-04 00:00:00","Camion 6","1 (Demeni)","","1"
"a0Vb0000002WM6mEAG","005b0000000WPiMAAW","0","Folona","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7fEAF","","","Tiele","","Boutique","","a0Pb0000005P0tQEAS","2014-06-04 00:00:00","Camion 6","1 (Demeni)","","0"
"a0Vb0000002WM6nEAG","005b0000000WPiMAAW","0","M'Piela","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7fEAF","","","Tiele","","Boutique","","a0Pb0000005P0tQEAS","2014-06-05 00:00:00","Camion 1","2 (M'Piela)","","1"
"a0Vb0000002WM6oEAG","005b0000000WPiMAAW","0","Worofara","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000004sop4EAA","","","Ouelessebougou","","Boutique","","a0Pb0000005P0tQEAS","2014-06-05 00:00:00","Camion 1","1 (Worofara)","","0"
"a0Vb0000002WM6pEAG","005b0000000WPiMAAW","0","Diago","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7mEAF","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyXEAQ","2014-06-06 00:00:00","Camion 2","2 (Diago)","","1"
"a0Vb0000002WM6qEAG","005b0000000WPiMAAW","0","Diera (SID)","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7dEAF","","","Sido","","Boutique","","a0Pb0000008pvyoEAA","2014-06-07 00:00:00","Camion 1","2 (Diera)","","1"
"a0Vb0000002WM6rEAG","005b0000000WPiMAAW","0","N'Kobougou","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7mEAF","","","Ouelessebougou","","Boutique","","a0Pb0000005P18xEAC","2014-06-06 00:00:00","Camion 2","2 (Diago)","","0"
"a0Vb0000002WM6sEAG","005b0000000WPiMAAW","0","Seliban","XOF","2014-01-28 10:25:44","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7mEAF","","","Ouelessebougou","","Boutique","","a0Pb0000005P18xEAC","2014-06-07 00:00:00","Camion 1","1 (Seliban)","a0Ib000000GUqLaEAL","1"
"a0Vb0000002WMB5EAO","005b0000000WPiMAAW","0","Diorila","XOF","2014-01-28 12:13:48","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7oEAF","","","Dialakoroba","","Boutique","","a0Pb0000008q1YVEAY","2014-06-07 00:00:00","Camion 3","2 (Diorila)","","1"
"a0Vb0000002tY45EAE","005b0000000WPiMAAW","0","Dagabo","XOF","2014-03-03 17:32:39","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vhyWEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P099EAC","2014-06-05 00:00:00","Camion 3","3 (Dagabo)","","0"
"a0Vb0000002tY4AEAU","005b0000000WPiMAAW","0","Tounoufou","XOF","2014-03-03 17:32:42","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vhyWEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000009MclzEAC","2014-06-05 00:00:00","Camion 3","2 (Tounoufou)","","0"
"a0Vb0000002tY4FEAU","005b0000000WPiMAAW","0","Siracoro","XOF","2014-03-03 17:32:46","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000IegmcEAB","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyREAQ","2014-06-06 00:00:00","Camion 5","2 (Siracoro)","","1"
"a0Vb0000002tY4PEAU","005b0000000WPiMAAW","0","Sankama","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5TEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1wIEAS","2014-06-04 00:00:00","Camion 4","1 (Sankama)","","1"
"a0Vb0000002tY4QEAU","005b0000000WPiMAAW","0","Sambia","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5TEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1gVEAS","2014-06-04 00:00:00","Camion 4","2 (Bagayokodougou)","","0"
"a0Vb0000002tY4REAU","005b0000000WPiMAAW","0","Bagayokodougou","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5TEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1gVEAS","2014-06-04 00:00:00","Camion 4","2 (Bagayokodougou)","","1"
"a0Vb0000002tY4SEAU","005b0000000WPiMAAW","0","Chocoro","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5TEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1kbEAC","2014-06-04 00:00:00","Camion 4","3 (Chocoro)","","1"
"a0Vb0000002tY4TEAU","005b0000000WPiMAAW","0","Neneko","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vi5TEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1lyEAC","2014-06-04 00:00:00","Camion 2","2 (Neneko)","","0"
"a0Vb0000002tY4UEAU","005b0000000WPiMAAW","0","Siramana","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjD2hEAF","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyMEAQ","2014-06-04 00:00:00","Camion 2","1 (Siramana)","","1"
"a0Vb0000002tY4VEAU","005b0000000WPiMAAW","0","Bayaba","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000009pneBEAQ","","","Ouelessebougou","","Boutique","","","","","","","0"
"a0Vb0000002tY4WEAU","005b0000000WPiMAAW","0","Ouaramadiana","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjD2hEAF","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyNEAQ","2014-06-04 00:00:00","Camion 2","3 (Ouaramandiana)","","1"
"a0Vb0000002tY4XEAU","005b0000000WPiMAAW","0","Tiakadougou-dialakoro","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjD2hEAF","","","Ouelessebougou","","Boutique","","a0Pb0000005P1lyEAC","2014-06-04 00:00:00","Camion 1","1 (Dialakoro-Tiakadougou)","","1"
"a0Vb0000002tY4YEAU","005b0000000WPiMAAW","0","Maniaga","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000009pneBEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1lyEAC","2014-06-07 00:00:00","Camion 5","1 (Maniaga)","","0"
"a0Vb0000002tY4ZEAU","005b0000000WPiMAAW","0","Mandiela","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjD2hEAF","","","Ouelessebougou","","Boutique","","a0Pb0000005P1lyEAC","2014-06-04 00:00:00","Camion 1","2 (Kamaneguela)","","0"
"a0Vb0000002tY4aEAE","005b0000000WPiMAAW","0","Kamaneguela","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjD2hEAF","","","Ouelessebougou","","Boutique","","a0Pb0000008pvyLEAQ","2014-06-04 00:00:00","Camion 1","2 (Kamaneguela)","","1"
"a0Vb0000002tY4bEAE","005b0000000WPiMAAW","0","Djiguimbaly","XOF","2014-03-03 17:32:53","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000009pneBEAQ","","","Ouelessebougou","","Boutique","","a0Pb0000005P1lyEAC","2014-06-07 00:00:00","Camion 5","1 (Maniaga)","","0"
"a0Vb0000002tY56EAE","005b0000000WPiMAAW","0","Nanguila","XOF","2014-03-03 17:43:42","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7SEAV","","","Dialakoroba","","Boutique","","a0Pb00000066qHrEAI","","","","","1"
"a0Vb0000002tY57EAE","005b0000000WPiMAAW","0","Dialakegny","XOF","2014-03-03 17:43:42","005b0000000XBNeAAO","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000005vjDREAY","","","Dialakoroba","","Boutique","","a0Pb00000066qOyEAI","","","","","0"
"a0Vb0000002uEryEAE","005b0000000WPiMAAW","0","Zambougou-Djitoumou","XOF","2014-04-05 13:40:29","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7rEAF","","","Ouelessebougou","","Boutique","","a0Pb0000009McluEAC","2014-06-06 00:00:00","Camion 6","1 (Zelabougou)","","0"
"a0Vb0000004GusrEAC","005b0000000WPiMAAW","0","Gueleba","XOF","2014-05-02 16:34:06","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7SEAV","","","Dialakoroba","","Boutique","","a0Pb00000066qcBEAQ","","","","","1"
"a0Vb0000004HPmsEAG","005b0000000WPiMAAW","0","Farako","XOF","2014-05-26 16:17:19","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000002S1yHEAS","","","Dialakoroba","","Boutique","","","2014-06-05 00:00:00","Camion 6","1 (Gouani)","","0"
"a0Vb0000009D7TfEAK","005b0000000mPx4AAE","0","Konian","XOF","2014-10-23 12:40:49","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib0000006zrh6EAA","","","Dialakoroba","","Boutique","","a0Pb0000000kW97EAE","","","","a0Ib0000005vjDREAY","0"
"a0Vb0000009DEv6EAG","005b0000000mPx4AAE","0","Kogniba","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7FEAV","","","Tiele","","Boutique","","a0Pb0000009LrypEAC","","","","","0"
"a0Vb0000009DEv7EAG","005b0000000mPx4AAE","0","Dougourakoro","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7FEAV","","","Tiele","","Boutique","","a0Pb0000009LrzOEAS","","","","","0"
"a0Vb0000009DEv8EAG","005b0000000mPx4AAE","0","Kognini","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7FEAV","","","Tiele","","Boutique","","a0Pb0000009LtTxEAK","","","","","0"
"a0Vb0000009DEv9EAG","005b0000000mPx4AAE","0","Faradie (Keleya)","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7GEAV","","","Sido","","Boutique","","a0Pb0000008pvydEAA","","","","","1"
"a0Vb0000009DEvAEAW","005b0000000mPx4AAE","0","Kolonda","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7GEAV","","","Sido","","Boutique","","a0Pb0000008q1YWEAY","","","","","1"
"a0Vb0000009DEvBEAW","005b0000000mPx4AAE","0","Siembougou","XOF","2014-10-30 17:11:01","005b0000000mPx4AAE","2015-03-04 15:26:58","005b0000000mPx4AAE","2015-03-04 15:26:59","","Mali","","a0Ib000000GjA7nEAF","","","Sido","","Boutique","","a0Pb0000008pvypEAA","","","","","1"
