"Id","OwnerId","IsDeleted","Name","CurrencyIsoCode","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","Minimum_Unit__c","Product_Description__c","Unit_Weight_kg_ha__c","DAP_Weight_kgs_ha__c","UREE_Weight_kgs_ha__c","Category__c"
"a0Mb0000001UROvEAO","005b0000000Wbc1AAC","0","Sorgho HYB","XOF","2013-08-10 16:43:05","005b0000000Wbc1AAC","2013-08-10 16:43:05","005b0000000Wbc1AAC","2013-08-25 18:53:11","0.1250","","20","100.00","50.00","Cereal"
"a0Mb0000001URPFEA4","005b0000000Wbc1AAC","0","Sorgho PDS","XOF","2013-08-10 16:44:34","005b0000000Wbc1AAC","2013-08-10 16:44:34","005b0000000Wbc1AAC","2013-08-25 18:53:11","0.1250","","0","100.00","50.00","Cereal"
"a0Mb0000001VmboEAC","005b0000000Wbc1AAC","0","Sorgho - HYB - 0.25","XOF","2013-08-26 09:25:25","005b0000000Wbc1AAC","2013-08-26 09:25:25","005b0000000Wbc1AAC","2013-08-26 09:25:25","0.2500","","20","100.00","50.00",""
"a0Mb0000001XkkfEAC","005b0000000Wbc1AAC","0","Mais - PDS - .25","XOF","2013-09-10 13:03:21","005b0000000Wbc1AAC","2013-09-10 13:03:21","005b0000000Wbc1AAC","2013-09-10 13:03:21","0.2500","Needed to create for clients who received less than normal minimum product unit of Mais - PDS (.5 ha)","0","100.00","100.00",""
"a0Mb0000002EYtcEAG","005b0000000Wbc1AAC","0","Mais OPV SN","XOF","2013-09-23 10:31:21","005b0000000Wbc1AAC","2013-09-23 10:32:49","005b0000000Wbc1AAC","2013-09-23 10:32:49","0.2500","","20","100.00","100.00","Cereal"
"a0Mb0000002EYu1EAG","005b0000000Wbc1AAC","0","Mais HYB SN","XOF","2013-09-23 10:34:34","005b0000000Wbc1AAC","2013-09-23 10:34:34","005b0000000Wbc1AAC","2013-09-23 10:34:34","0.2500","","20","100.00","100.00","Cereal"
"a0Mb0000002EYuQEAW","005b0000000Wbc1AAC","0","Arachide SN","XOF","2013-09-23 10:37:08","005b0000000Wbc1AAC","2013-09-23 10:37:08","005b0000000Wbc1AAC","2013-09-23 10:37:08","0.0625","","60","100.00","100.00","Cereal"
"a0Mb0000002EYukEAG","005b0000000Wbc1AAC","0","Sorgho SN","XOF","2013-09-23 10:38:25","005b0000000Wbc1AAC","2013-09-23 10:38:25","005b0000000Wbc1AAC","2013-09-23 10:38:25","0.1250","","20","100.00","50.00","Cereal"
"a0Mb0000002FxybEAC","005b0000000XBNeAAO","0","Mariachage SN","XOF","2013-10-17 14:14:13","005b0000000XBNeAAO","2014-01-16 09:01:56","005b0000000XBNeAAO","2014-01-16 09:01:56","0.0050","","0","2.50","","Vegetable"
"a0Mb0000004b8fLEAQ","005b0000000mPx4AAE","0","Arachide SN Starter Pack","XOF","2014-06-17 10:10:23","005b0000000mPx4AAE","2014-06-17 10:11:58","005b0000000mPx4AAE","2014-06-17 10:11:58","0.03125","","60","100.00","100.00","Cereal"
"a0Mb0000005P2tKEAS","005b0000000mPx4AAE","0","Mais PDS .25","XOF","2014-08-27 21:50:25","005b0000000mPx4AAE","2014-08-27 21:50:25","005b0000000mPx4AAE","2014-08-27 21:50:25","0.25000","","0","100.00","100.00","Cereal"
"a0Mb0000005PwB8EAK","005b0000000mPx4AAE","0","Mais OPV SN Starter Pack","XOF","2014-06-20 12:25:48","005b0000000mPx4AAE","2014-06-20 12:25:48","005b0000000mPx4AAE","2014-06-20 12:25:48","0.12500","","20","100.00","100.00","Cereal"
"a0Mb0000005SnLOEA0","005b0000000mPx4AAE","0","Syngenta Mais","XOF","2014-07-17 21:30:38","005b0000000mPx4AAE","2014-07-17 21:30:38","005b0000000mPx4AAE","2014-07-17 21:30:38","0.01000","","0","125.00","125.00","Cereal"
"a0Mb0000005SnLiEAK","005b0000000mPx4AAE","0","Syngenta Arachide","XOF","2014-07-17 21:31:54","005b0000000mPx4AAE","2014-07-17 21:32:42","005b0000000mPx4AAE","2014-07-17 21:32:42","0.00400","","0","50.00","","Cereal"
"a0Mb0000005uchmEAA","005b0000001WmnMAAS","0","Reimbursements","XOF","2014-09-08 17:55:23","005b0000001WmnMAAS","2014-09-08 18:15:06","005b0000001WmnMAAS","2014-09-08 18:15:06","0.00100","","1","1.00","1.00","Cereal"
"a0Mb0000005wsKHEAY","005b0000000mPx4AAE","0","Choux Copenhagen","XOF","2014-10-21 23:10:01","005b0000000mPx4AAE","2014-10-22 00:06:35","005b0000000mPx4AAE","2014-10-22 00:06:35","0.01000","","0","","","Vegetable"
